"Data_source","Species","Family","Self-compatibility_index_FS","Self-compatibility_index_SFL","Autofertility_index_FS","Autofertility_index_SFL","Annual_Biennial","Listed_in_GloNAF","Number_GloNAF_Regions","Number_Native_Regions"
"Wesselingh_etal_1999","Leandra_subseriata","Melastomataceae","0.918461538","NA","0.54","NA","0","0","0","3"
"Busch_2005","Leavenworthia_alabamica","Brassicaceae","NA","NA","NA","NA","1","0","0","1"
"Lyons_1996","Leavenworthia_crassa","Brassicaceae","NA","NA","NA","NA","1","0","0","1"
"Philipp_etal_2004","Lecocarpus_pinnatifidus","Compositae","0.918918919","NA","0.824324324","NA","0","0","0","1"
"Wheelwright_etal_2006","Ledum_palustre_groenlandicum","Ericaceae","0.910770727","0.894362745","0.635667396","0.284558824","0","1","3","6"
"Vos_1994","Leonotis_leonurus","Lamiaceae","NA","NA","NA","NA","0","1","10","2"
"Vos_1994","Leonotis_nepetifolia","Lamiaceae","NA","NA","NA","NA","1","1","92","7"
"Vos_1994","Leonotis_ocymifolia_raineriana","Lamiaceae","NA","NA","NA","NA","0","1","1","5"
"Tremblay_etal_2006","Lepanthes_rubripetala","Orchidaceae","0","NA","NA","NA","NA","0","0","1"
"Tremblay_etal_2006","Lepanthes_rupestris","Orchidaceae","0","NA","NA","NA","NA","0","0","1"
"Tremblay_etal_2006","Lepanthes_woodburyana","Orchidaceae","0","NA","NA","NA","NA","0","0","1"
"Razanajatovo_vanKleunen_2016","Lepidium_densiflorum","Brassicaceae","NA","NA","NA","NA","1","1","87","10"
"Razanajatovo_vanKleunen_2016","Lepidium_graminifolium","Brassicaceae","NA","NA","NA","NA","0","1","5","6"
"Razanajatovo_vanKleunen_2016","Lepidium_virginicum","Brassicaceae","NA","NA","NA","NA","1","1","120","11"
"Nayak_Davidar_2010a","Lepisanthes_tetraphylla","Sapindaceae","0.091715976","NA","0.159763314","NA","0","0","0","3"
"Nayak_Davidar_2010b","Lepisanthes_tetraphylla","Sapindaceae","NA","NA","NA","NA","0","0","0","3"
"Aizen_Feinsinger_1994","Lepismium_lumbricoides","Cactaceae","0.128205128","NA","0.064102564","NA","0","0","0","3"
"Goodwillie_Ness_2005","Leptosiphon_jepsonii","Polemoniaceae","NA","NA","NA","NA","1","0","0","1"
"Wheelwright_etal_2006","Leucanthemum_vulgare","Compositae","NA","NA","NA","NA","0","1","141","7"
"Arroyo_Uslar_1993","Leucheria_congesta","Compositae","NA","NA","NA","NA","1","0","0","1"
"Costin_etal_2001","Leucochrysum_albicans_albicans_tricolor","Compositae","NA","NA","NA","NA","0","0","0","1"
"Mansur_etal_2004","Leucocoryne_coquimbensis","Amaryllidaceae","NA","NA","NA","NA","0","0","0","1"
"Arroyo_Uslar_1993","Leucocoryne_ixioides","Amaryllidaceae","0.181195652","0.056410256","0.077608696","0.011538462","0","0","0","1"
"Mansur_etal_2004","Leucocoryne_purpurea","Amaryllidaceae","NA","NA","NA","NA","0","0","0","1"
"Evans_etal_2003","Liatris_ohlingerae","Compositae","NA","NA","NA","NA","0","0","0","1"
"Berry_Calvo_1989","Libanothamnus_neriifolius","Compositae","NA","NA","NA","NA","0","0","0","2"
"Aizen_Feinsinger_1994","Ligaria_cuneifolia","Loranthaceae","0.764705882","NA","0.294117647","NA","0","0","0","4"
"Rivera_etal_1997","Ligaria_cuneifolia","Loranthaceae","0.238495099","NA","0","NA","0","0","0","4"
"Rambuda_Johnson_2004","Lilium_formosanum","Liliaceae","1","1","0.824175824","0.525767336","0","1","22","1"
"Rodger_etal_2010","Lilium_formosanum","Liliaceae","1","1","0.600016829","0.473689151","0","1","22","1"
"Burge_Morgan_1993","Limonium_peregrinum","Plumbaginaceae","0.321428571","NA","NA","NA","0","0","0","1"
"Goodwillie_1999","Linanthus_parviflorus","Polemoniaceae","NA","NA","NA","NA","1","0","0","1"
"Carrio_etal_2013","Linaria_cavanillesii","Plantaginaceae","0.9561","NA","1","NA","0","0","0","1"
"Dupont_2002","Lindera_erythrocarpa","Lauraceae","NA","NA","0","NA","0","0","0","2"
"Dupont_2002","Lindera_glauca","Lauraceae","NA","NA","1","NA","0","0","0","2"
"Dupont_2002","Lindera_obtusiloba","Lauraceae","NA","NA","0","NA","0","0","0","2"
"Dupont_2002","Lindera_umbellata","Lauraceae","NA","NA","0","NA","0","0","0","6"
"Barrett_Helenurm_1987","Linnaea_borealis","Caprifoliaceae","1","1","0.527736132","0.52238806","0","0","0","13"
"Wilcock_Jennings_1999","Linnaea_borealis","Caprifoliaceae","0","NA","0.055944056","NA","0","0","0","13"
"Zhang_etal_2014_b","Linnaea_borealis","Caprifoliaceae","0.067263682","NA","0","NA","0","0","0","13"
"Oh_etal_2001","Liparis_kumokiri","Orchidaceae","0.72972973","NA","0.183783784","NA","0","0","0","3"
"Oh_etal_2001","Liparis_makinoana","Orchidaceae","0","NA","0","NA","0","0","0","2"
"Morales_Galetto_2003","Lippia_junelliana","Verbenaceae","NA","NA","NA","NA","0","0","0","1"
"Morales_Galetto_2003","Lippia_turbinata","Verbenaceae","NA","NA","NA","NA","0","0","0","2"
"Arroyo_Uslar_1993","Loasa_heterophylla","Loasaceae","0.16076049","0.029288703","0","NA","0","0","0","1"
"Arroyo_Uslar_1993","Loasa_sigmoidea","Loasaceae","NA","NA","0.0909","0.115422237","1","0","0","1"
"Johnston_1992","Lobelia_cardinalis","Campanulaceae","NA","NA","NA","NA","0","1","1","10"
"Lloyd_Schoen_1992","Lobelia_cardinalis","Campanulaceae","1","NA","0.04","NA","0","1","1","10"
"Johnston_1992","Lobelia_siphilitica","Campanulaceae","NA","NA","NA","NA","0","0","0","7"
"Lloyd_Schoen_1992","Lobelia_siphilitica","Campanulaceae","1","NA","0.02","NA","0","0","0","7"
"McMullen_1987","Lobelia_xalapensis","Campanulaceae","NA","NA","NA","NA","1","0","0","6"
"Denham_Whelan_2000","Lomatia_silaifolia","Proteaceae","0.102319077","NA","0.145670668","NA","0","0","0","1"
"Bawa_1974","Lonchocarpus_costaricensis","Leguminosae","0","NA","NA","NA","0","0","0","1"
"Bawa_1974","Lonchocarpus_eriocarinalis","Leguminosae","0","NA","NA","NA","0","0","0","1"
"Bullock_1985","Lonchocarpus_eriocarinalis","Leguminosae","0.2","NA","NA","NA","0","0","0","1"
"Bullock_1985","Lonchocarpus_guatemalensis","Leguminosae","0.416666667","NA","NA","NA","0","0","0","2"
"Bullock_1985","Lonchocarpus_lanceolatus","Leguminosae","0.454545455","NA","NA","NA","0","0","0","2"
"Oziegbe_Faluyi_2012","Ludwigia_adscendens","Onagraceae","NA","NA","NA","NA","0","1","12","5"
"Oziegbe_Faluyi_2012","Ludwigia_leptocarpa","Onagraceae","NA","NA","NA","NA","1","1","4","18"
"Ramirez_Brito_1990","Ludwigia_nervosa","Onagraceae","0.599970001","1","0.290235488","0.000748977","0","0","0","7"
"Bullock_1985","Luehea_candida","Malvaceae","0","NA","NA","NA","0","0","0","4"
"Haber_Franke_1982","Luehea_candida","Malvaceae","0","NA","NA","NA","0","0","0","4"
"Bawa_etal_1985","Luehea_seemannii","Malvaceae","0.131578947","NA","NA","NA","0","0","0","3"
"Haber_Franke_1982","Luehea_seemannii","Malvaceae","0.668632075","NA","0","NA","0","0","0","3"
"Bawa_1974","Luehea_speciosa","Malvaceae","0.52","NA","NA","NA","0","1","1","5"
"Kittelson_Maron_2000","Lupinus_arboreus","Leguminosae","NA","NA","NA","NA","0","1","34","1"
"Karoly_1992","Lupinus_nanus","Leguminosae","NA","NA","NA","NA","1","1","1","1"
"Razanajatovo_vanKleunen_unpubl","Lupinus_polyphyllus","Leguminosae","NA","NA","NA","NA","0","1","63","4"
"Miller_Venable_2002","Lycium_berlandieri","Solanaceae","0.290864968","NA","NA","NA","0","0","0","3"
"Miller_Venable_2002","Lycium_californicum","Solanaceae","NA","NA","NA","NA","0","0","0","2"
"Aguilar_Bernadello_2001","Lycium_cestroides","Solanaceae","0","0","0","0","0","0","0","2"
"Miller_Venable_2002","Lycium_exsertum","Solanaceae","0.25","NA","NA","NA","0","0","0","2"
"Miller_etal_2008","Lycium_ferocissimum","Solanaceae","0.106666667","0.019486545","NA","NA","0","1","55","1"
"Miller_Venable_2002","Lycium_fremontii","Solanaceae","0","NA","NA","NA","0","0","0","2"
"Miller_Venable_2002","Lycium_pallidum","Solanaceae","0.122222222","NA","NA","NA","0","0","0","5"
"Miller_Venable_2002","Lycium_parishii","Solanaceae","0.213080169","NA","NA","NA","0","0","0","3"
"Miller_etal_2008","Lycium_pumilum","Solanaceae","0.083333333","0.011337868","NA","NA","0","0","0","1"
"McMullen_1987","Lycopersicon_cheesmanii","Solanaceae","NA","NA","NA","NA","1","0","0","1"
"Matallana_etal_2010","Lymania_smithii","Bromeliaceae","0.862679956","NA","0.987818383","NA","0","0","0","1"
"Rathcke_1998","Lyonia_ligustrina","Ericaceae","NA","NA","NA","NA","0","0","0","3"
"Bullock_1985","Lysiloma_microphylla","Leguminosae","0","NA","NA","NA","0","0","0","2"
"Colautti_etal_2010","Lythrum_salicaria","Lythraceae","0.073825503","0.031550265","NA","NA","0","1","96","13"
"Santos_etal_2012","Macairea_radula","Melastomataceae","0.787696019","NA","0","NA","0","0","0","4"
"Navarro_2001","Macleania_bullata","Ericaceae","0.128086839","NA","0.010040706","NA","0","0","0","1"
"Boyd_2004","Macromeria_viridiflora","Boraginaceae","NA","NA","NA","NA","0","0","0","3"
"Arroyo_Uslar_1993","Madia_sativa","Compositae","NA","NA","NA","NA","1","1","20","4"
"Allain_etal_1999","Magnolia_grandiflora","Magnoliaceae","NA","NA","NA","NA","0","1","9","2"
"Ishida_etal_2003","Magnolia_obovata","Magnoliaceae","0.832800852","0.220516836","NA","NA","0","1","1","2"
"Hirayama_etal_2005","Magnolia_stellata","Magnoliaceae","0.728600201","0.229781022","NA","NA","0","1","3","1"
"Barrett_Helenurm_1987","Maianthemum_canadense","Asparagaceae","0","NA","0.024","NA","0","0","0","7"
"Wheelwright_etal_2006","Maianthemum_canadense","Asparagaceae","NA","NA","NA","NA","0","0","0","7"
"Wilson_2004","Maianthemum_dilatatum","Asparagaceae","NA","0.051784816","NA","0.095022624","0","1","1","8"
"Wheelwright_etal_2006","Maianthemum_stellatum","Asparagaceae","NA","NA","NA","NA","0","1","1","10"
"Wheelwright_etal_2006","Maianthemum_trifolium","Asparagaceae","NA","NA","NA","NA","0","0","0","9"
"Arroyo_Uslar_1993","Malesherbia_linearifolia","Passifloraceae","NA","NA","NA","NA","0","0","0","1"
"Bawa_1974","Malpighia_glabra","Malpighiaceae","0.5","NA","NA","NA","0","1","4","7"
"Jaimes_Ramirez_1997","Malpighia_glabra","Malpighiaceae","NA","NA","NA","NA","0","1","4","7"
"Kumar_etal_2014","Malva_sylvestris","Malvaceae","NA","NA","NA","NA","0","1","85","10"
"Jaimes_Ramirez_1997","Malvastrum_coromandelianum","Malvaceae","1","0.982539683","1","0.976984127","1","1","161","8"
"Torres_Galetto_1999","Mandevilla_pentlandiana","Apocynaceae","0.586206897","0.59778086","NA","NA","0","0","0","3"
"Morales_Galetto_2003","Mandevilla_petraea","Apocynaceae","0.76","NA","0","NA","0","0","0","3"
"Passos_Sazima_1995","Manettia_luteorubra","Rubiaceae","0.3125","NA","0","NA","0","0","0","1"
"Wolowski_etal_2013","Manettia_mitis","Rubiaceae","0.507642891","NA","0.240063364","NA","0","1","4","1"
"Bawa_1974","Manilkara_zapota","Sapotaceae","0","NA","NA","NA","0","1","49","2"
"Philbrick_Novelo-Retana_1998","Marathrum_rubrum","Podostemaceae","NA","NA","NA","NA","0","0","0","2"
"Philbrick_Novelo-Retana_1999","Marathrum_rubrum","Podostemaceae","NA","NA","NA","NA","0","0","0","2"
"Sigrist_Sazima_2004","Mascagnia_cordifolia","Malpighiaceae","0","NA","NA","NA","0","0","0","2"
"Sigrist_Sazima_2004","Mascagnia_sepium","Malpighiaceae","NA","NA","NA","NA","0","0","0","7"
"Ramirez_Brito_1990","Mayaca_madida","Mayacaceae","0.721926967","0.914103924","0.267958169","0.943796394","1","0","0","5"
"Leite_Machado_2010","Maytenus_rigida","Celastraceae","NA","NA","NA","NA","0","0","0","2"
"Kimata_1978","Mazus_miquelii","Phrymaceae","0.938393839","NA","0.056655666","NA","0","1","18","2"
"Kimata_1978","Mazus_pumilus","Phrymaceae","NA","NA","NA","NA","1","1","34","5"
"Barrett_Helenurm_1987","Medeola_virginiana","Liliaceae","0.050420168","0.020710059","0.021008403","0.01183432","0","0","0","4"
"Perez_Banon_etal_2003","Medicago_arborea","Leguminosae","NA","NA","NA","NA","0","1","12","2"
"Baskorowati_etal_2010","Melaleuca_alternifolia","Myrtaceae","NA","NA","NA","NA","0","0","0","1"
"Kwak_Jennersten_1991","Melampyrum_pratense","Orobanchaceae","NA","NA","NA","NA","1","0","0","8"
"Nassar_Ramirez_2004","Melocactus_curvispinus","Cactaceae","0.79665733","NA","0.749072963","NA","0","0","0","4"
"Machado_etal_2006","Melocactus_zehntneri","Cactaceae","1","NA","1","NA","0","0","0","1"
"Ramirez_Navarro_2010","Melochia_caracasana","Malvaceae","0.074590164","0.002263068","0","0","0","0","0","3"
"Bullock_1985","Melochia_corymbosa","Malvaceae","0.176470588","NA","NA","NA","0","0","0","3"
"Ramirez_Navarro_2010","Melochia_parvifolia","Malvaceae","0.245738636","0.043572436","0","0","0","0","0","5"
"Ramirez_Navarro_2010","Melochia_pyramidata","Malvaceae","NA","NA","NA","NA","0","1","29","8"
"Machado_etal_2006","Melochia_tomentosa","Malvaceae","0","NA","0","NA","0","1","1","6"
"Ramirez_Navarro_2010","Melochia_tomentosa","Malvaceae","0.130308461","0.00430819","0","0","0","1","1","6"
"Ramirez_Brito_1990","Melochia_villosa","Malvaceae","0.230993206","0.123737374","NA","NA","0","0","0","7"
"Nayak_Davidar_2010a","Memecylon_umbellatum","Melastomataceae","0.623563218","NA","0.767241379","NA","0","1","1","1"
"Nayak_Davidar_2010b","Memecylon_umbellatum","Melastomataceae","NA","NA","NA","NA","0","1","1","1"
"Wolowski_etal_2013","Mendoncia_coccinea_sparatteria","Acanthaceae","1","NA","0","NA","0","0","0","2"
"Thompson_etal_1998","Menyanthes_trifoliata","Menyanthaceae","0.183167767","NA","0.010351441","NA","0","1","1","23"
"Machado_etal_2006","Merremia_aegyptia","Convolvulaceae","0.682539683","NA","0.523809524","NA","0","1","20","12"
"Forrest_Thomson_2010","Mertensia_fusiformis","Boraginaceae","0","0","0.002262443","0.001098901","0","0","0","2"
"Schmidt_Adam_etal_1999","Metrosideros_excelsa","Myrtaceae","NA","NA","NA","NA","0","1","4","1"
"Goldenberg_Shepherd_1998","Miconia_albicans","Melastomataceae","NA","NA","NA","NA","0","0","0","6"
"Sobrevilla_Arroyo_1982","Miconia_araguensis","Melastomataceae","NA","NA","NA","NA","0","0","0","2"
"Meyer_1998","Miconia_calvescens","Melastomataceae","NA","NA","NA","NA","0","1","16","5"
"Sobrevilla_Arroyo_1982","Miconia_dodecandra","Melastomataceae","NA","NA","NA","NA","0","0","0","7"
"Goldenberg_Shepherd_1998","Miconia_fallax","Melastomataceae","NA","NA","NA","NA","0","0","0","3"
"Santos_etal_2012","Miconia_ferruginata","Melastomataceae","1","NA","0.627428571","NA","0","0","0","3"
"Jaimes_Ramirez_1997","Miconia_laevigata","Melastomataceae","NA","NA","NA","NA","0","0","0","6"
"Sobrevilla_Arroyo_1982","Miconia_laevigata","Melastomataceae","NA","NA","NA","NA","0","0","0","6"
"Goldenberg_Shepherd_1998","Miconia_langsdorffii","Melastomataceae","0","NA","0","NA","0","0","0","1"
"Goldenberg_Shepherd_1998","Miconia_ligustroides","Melastomataceae","0.844951923","NA","0.948317308","NA","0","0","0","3"
"Goldenberg_Shepherd_1998","Miconia_minutiflora","Melastomataceae","0.937070938","NA","0.699084668","NA","0","0","0","5"
"Goldenberg_Shepherd_1998","Miconia_pepericarpa","Melastomataceae","0.003164557","NA","0","NA","0","0","0","1"
"McMullen_1987","Miconia_robinsoniana","Melastomataceae","NA","NA","NA","NA","0","0","0","2"
"Goldenberg_Shepherd_1998","Miconia_rubiginosa","Melastomataceae","1","NA","0.804960541","NA","0","0","0","6"
"Goldenberg_Shepherd_1998","Miconia_stenostachya","Melastomataceae","NA","NA","NA","NA","0","0","0","5"
"Ramirez_Brito_1990","Miconia_stephananthera","Melastomataceae","1","0.958443621","NA","NA","0","0","0","4"
"Sobrevilla_Arroyo_1982","Miconia_sylvatica","Melastomataceae","NA","NA","NA","NA","0","0","0","3"
"Sobrevilla_Arroyo_1982","Miconia_tuberculata","Melastomataceae","NA","NA","NA","NA","0","0","0","2"
"Santos_etal_2012","Microlicia_fasciculata","Melastomataceae","1","NA","NA","NA","0","0","0","2"
"Santos_etal_2012","Microlicia_inquinans","Melastomataceae","0.732712766","NA","0","NA","0","0","0","1"
"Santos_etal_2012","Microlicia_viminalis","Melastomataceae","0","NA","0","NA","0","0","0","1"
"Jaimes_Ramirez_1997","Mimosa_albida","Leguminosae","0.868421053","0.571428571","0.315789474","0.142857143","0","1","1","5"
"Ramirez_Brito_1990","Mimosa_camporum","Leguminosae","0.689929113","0.68852459","0.091297971","0.409836066","1","0","0","6"
"Aizen_Feinsinger_1994","Mimosa_detinens","Leguminosae","0.555555556","NA","0.061728395","NA","0","0","0","4"
"Carvallo_Medel_2010","Mimulus_luteus","Phrymaceae","NA","NA","NA","NA","0","1","11","1"
"Jaimes_Ramirez_1997","Mirabilis_violacea","Nyctaginaceae","0","0","0","0","1","0","0","4"
"Okubo_etal_2010","Molineria_latifolia","Hypoxidaceae","0.088888889","0.042592593","NA","NA","0","1","2","4"
"Cruden_etal_1984","Monarda_fistulosa","Lamiaceae","NA","NA","NA","NA","0","1","3","9"
"Arroyo_Uslar_1993","Monnina_philippiana","Polygalaceae","0","0","0","NA","0","0","0","1"
"Imaizumi_etal_2008","Monochoria_vaginalis","Pontederiaceae","NA","NA","NA","NA","1","1","16","7"
"vanKleunen_etal_2008","Moraea_elegans","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"vanKleunen_etal_2008","Moraea_flaccida","Iridaceae","NA","NA","NA","NA","0","1","21","1"
"vanKleunen_etal_2008","Moraea_fugax","Iridaceae","NA","NA","NA","NA","0","1","2","1"
"vanKleunen_etal_unpubl","Moraea_minor","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"vanKleunen_etal_unpubl","Moraea_tulbaghensis","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"vanKleunen_etal_2008","Moraea_villosa","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"vanKleunen_etal_2008","Moraea_villosa_elandsmontanum","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"Morales_Galetto_2003","Morrenia_brachystephana","Apocynaceae","NA","NA","NA","NA","0","0","0","2"
"Sobral-Leite_etal_2011","Mourera_fluviatilis","Podostemaceae","1","0.910416929","1","0.722882849","0","0","0","4"
"Chen_etal_2013","Mussaenda_shikokiana","Rubiaceae","1","NA","1","NA","0","0","0","2"
"Arroyo_Uslar_1993","Mutisia_acerosa","Compositae","NA","NA","NA","NA","0","0","0","1"
"Arroyo_Uslar_1993","Mutisia_ilicifolia","Compositae","NA","NA","NA","NA","0","0","0","1"
"Arroyo_Uslar_1993","Mutisia_rosea","Compositae","NA","NA","NA","NA","0","0","0","1"
"Leite_Machado_2010","Myracrodruon_urundeuva","Anacardiaceae","NA","NA","NA","NA","0","0","0","4"
"Proenca_Gibbs_1994","Myrcia_linearifolia","Myrtaceae","0.115","NA","0.59","NA","0","0","0","1"
"Sobrevilla_Arroyo_1982","Myrcia_splendens","Myrtaceae","0.275982768","0.241935484","0.747980614","NA","0","0","0","7"
"Torezan-Silingardi_Oliveira_2004","Myrcia_splendens","Myrtaceae","0.160586319","NA","0.049338726","NA","0","0","0","7"
"Proenca_Gibbs_1994","Myrcia_tomentosa","Myrtaceae","1","NA","0.88","NA","0","0","0","5"
"Torezan-Silingardi_Oliveira_2004","Myrcia_tomentosa","Myrtaceae","0.335007752","NA","0.455131268","NA","0","0","0","5"
"Ortiz_etal_2010","Myrtillocactus_schenckii","Cactaceae","NA","NA","0.23162242","0.094731324","0","0","0","1"
"Gonzalo-Varo_Traveset_2010","Myrtus_communis","Myrtaceae","NA","NA","NA","NA","0","1","10","8"
"Barrett_etal_1997","Narcissus_triandrus","Amaryllidaceae","NA","NA","NA","NA","0","1","2","1"
"Kissling_etal_2006","Nardus_stricta","Poaceae","NA","NA","NA","NA","0","1","18","14"
"Jacquemart_1996","Narthecium_ossifragum","Nartheciaceae","1","1","1","1","0","0","0","3"
"Ladd_Arroyo_2009","Nastanthus_scapigerus","Calyceraceae","NA","NA","NA","NA","0","0","0","1"
"Wolowski_etal_2013","Nematanthus_crassifolius","Gesneriaceae","0.575747107","NA","0","NA","0","0","0","1"
"Wolowski_etal_2013","Nematanthus_fornix","Gesneriaceae","0.4444","NA","0","NA","0","0","0","1"
"Wolowski_etal_2013","Nematanthus_lanceolatus","Gesneriaceae","1","NA","0","NA","0","0","0","3"
"Matallana_etal_2010","Neoregelia_guttata","Bromeliaceae","1","NA","1","NA","0","0","0","1"
"Matallana_etal_2010","Neoregelia_macrosepala","Bromeliaceae","0.359230221","NA","0","NA","0","0","0","1"
"Matallana_etal_2010","Neoregelia_pauciflora","Bromeliaceae","0","NA","0","NA","0","0","0","1"
"Melendez-Ackerman_Ackerman_2001","Neottia_cordata","Orchidaceae","1","0.499448124","NA","NA","0","0","0","19"
"Gale_2007","Nervilia_nipponica","Orchidaceae","0.964705882","NA","1","NA","0","0","0","1"
"Jaimes_Ramirez_1997","Nicotiana_glauca","Solanaceae","0.267857143","0.179918736","0.184285714","0.016541761","0","1","147","2"
"Schueller_2004","Nicotiana_glauca","Solanaceae","0.919125304","NA","0.283804341","NA","0","1","147","2"
"Gonzalez_Perez_2010","Nicotiana_solanifolia","Solanaceae","NA","NA","NA","NA","0","0","0","1"
"Matallana_etal_2010","Nidularium_cariacicaense","Bromeliaceae","1","NA","1","NA","0","0","0","1"
"Matallana_etal_2010","Nidularium_espiritosantense","Bromeliaceae","0.756815703","NA","0.872410033","NA","0","0","0","1"
"Wolowski_etal_2013","Nidularium_itatiaiae","Bromeliaceae","0.154750591","NA","0.037892906","NA","0","0","0","1"
"Matallana_etal_2010","Nidularium_procerum","Bromeliaceae","0.729791099","NA","0.455040872","NA","0","0","0","1"
"Sigrist_Sazima_2004","Niedenzuella_acutifolia","Malpighiaceae","NA","NA","NA","NA","0","0","0","2"
"Gonzalez_Perez_2010","Nolana_divaricata","Solanaceae","NA","NA","NA","NA","0","0","0","1"
"Gonzalez_Perez_2010","Nolana_rupicola","Solanaceae","NA","NA","NA","NA","0","0","0","2"
"Riveros_etal_1995b","Nothofagus_dombeyi","Nothofagaceae","1","0.089285714","1","0.071428571","0","0","0","1"
"Riveros_etal_1995b","Nothofagus_nitida","Nothofagaceae","1","0.030769231","1","0.015384615","0","0","0","1"
"Riveros_etal_1995b","Nothofagus_obliqua","Nothofagaceae","1","0.057142857","1","0.228571429","0","1","3","1"
"Haddachi_Fatemi_2015","Nymphoides_geminata","Menyanthaceae","1","NA","1","NA","1","1","1","2"
"Wang_etal_2005b","Nymphoides_peltata","Menyanthaceae","0.013733093","NA","NA","NA","0","1","39","13"
"Bawa_1974","Ochroma_pyramidale","Malvaceae","0.154787234","0.000583658","NA","NA","0","1","11","5"
"Bawa_etal_1985","Ochroma_pyramidale","Malvaceae","0","NA","NA","NA","0","1","11","5"
"Danieli_Silva_Varassin_2013","Ocotea_porosa","Lauraceae","1","NA","0.086956522","NA","0","0","0","2"
"Wolowski_etal_2013","Odontonema_barberioides","Acanthaceae","0.402651201","NA","0","NA","0","0","0","1"
"Aguiar_etal_2012","Oeceoclades_maculata","Orchidaceae","1","NA","0.086647727","NA","0","1","38","7"
"Morales_Galetto_2003","Oenothera_affinis","Onagraceae","0.887323944","NA","0.563380282","NA","1","1","34","3"
"Rambuda_Johnson_2004","Oenothera_biennis","Onagraceae","0.807228916","0.510118726","0.301204819","0.084682497","0","1","97","6"
"Arzt_etal_2010","Oenothera_cespitosa","Onagraceae","NA","NA","NA","NA","0","0","0","6"
"Gonzalez_Perez_2010","Oenothera_coquimbensis","Onagraceae","NA","NA","NA","NA","1","0","0","1"
"Morales_Galetto_2003","Oenothera_indecora","Onagraceae","NA","NA","NA","NA","1","1","37","2"
"Morales_Galetto_2003","Oenothera_rosea","Onagraceae","0.746268657","NA","0.835820896","NA","0","1","91","3"
"Riveros_etal_1995a","Oldenlandia_salzmannii","Rubiaceae","0.572072072","0.686813187","0.654654655","0.657509158","0","1","2","3"
"Heenan_etal_2005","Olearia_adenocarpa","Compositae","NA","NA","NA","NA","0","0","0","1"
"Arroyo_Uslar_1993","Olsynium_philippii","Iridaceae","0.297208539","0.312849162","0.032335481","0.01396648","0","0","0","1"
"Ramirez_Seres_1994","Olyra_latifolia","Poaceae","1","1","0.66065389","0.662921348","0","1","30","13"
"Razanajatovo_vanKleunen_unpubl","Onobrychis_arenaria","Leguminosae","NA","NA","NA","NA","0","1","3","8"
"He_etal_2000","Ophiopogon_xylorrhizus","Asparagaceae","NA","NA","NA","NA","0","0","0","1"
"McMullen_1987","Opuntia_echios_gigantea","Cactaceae","NA","NA","NA","NA","0","0","0","1"
"Bullock_1985","Opuntia_excelsa","Cactaceae","0","NA","NA","NA","0","0","0","1"
"Morales_Galetto_2003","Opuntia_ficus-indica","Cactaceae","0.67","NA","0.09","NA","0","1","139","1"
"Rambuda_Johnson_2004","Opuntia_humifusa","Cactaceae","NA","NA","NA","NA","0","1","10","6"
"Osborn_etal_1988","Opuntia_phaeacantha","Cactaceae","NA","NA","NA","NA","0","1","3","5"
"Osborn_etal_1988","Opuntia_polyacantha","Cactaceae","NA","NA","NA","NA","0","1","2","6"
"Aizen_Feinsinger_1994","Opuntia_quimilo","Cactaceae","0","NA","0","NA","0","0","0","1"
"Mandujano_etal_1996","Opuntia_rastrera","Cactaceae","0.210714008","0.083410997","0","0","0","0","0","1"
"Negron-Ortiz_1998","Opuntia_spinosissima","Cactaceae","NA","NA","NA","NA","0","0","0","1"
"Bartomeus_Vila_2009","Opuntia_stricta","Cactaceae","NA","NA","NA","NA","0","1","84","6"
"Barrett_Helenurm_1987","Orthilia_secunda","Ericaceae","0.941","NA","0.632","NA","0","1","2","23"
"Barrett_Helenurm_1987","Oxalis_acetosella","Oxalidaceae","1","0.861111111","0.324","0.333333333","1","0","0","14"
"Wheelwright_etal_2006","Oxalis_acetosella","Oxalidaceae","NA","NA","NA","NA","1","0","0","14"
"Arroyo_Uslar_1993","Oxalis_carnosa","Oxalidaceae","NA","NA","NA","NA","0","0","0","1"
"Luo_etal_2009","Oxalis_corniculata","Oxalidaceae","0.942844484","NA","0.976074435","NA","1","1","318","2"
"Marco_Arroyo_1998","Oxalis_squamata","Oxalidaceae","0.11888912","0.023923445","NA","NA","0","0","0","2"
"Shuttleworth_Johnson_2006","Pachycarpus_asperifolius","Apocynaceae","0","NA","0","NA","0","0","0","1"
"Molina_Freaner_etal_2004","Pachycereus_pecten-aboriginum","Cactaceae","0","0","0","0","0","0","0","1"
"Valiente_Banuet_etal_2004","Pachycereus_pecten-aboriginum","Cactaceae","0","0","0","0","0","0","0","1"
"Fleming_etal_1994","Pachycereus_pringlei","Cactaceae","NA","NA","0.65","NA","0","0","0","1"
"Molina_Freaner_etal_2003","Pachycereus_pringlei","Cactaceae","0.479433069","NA","NA","NA","0","0","0","1"
"Liu_etal_2006","Paederia_foetida","Rubiaceae","0","NA","0.060965954","NA","0","1","12","5"
"Sanchez-Lafuente_etal_1999","Paeonia_broteri","Paeoniaceae","NA","NA","NA","NA","0","0","0","1"
