island_id,n_bombus_species_total,n_bombus_species_scored,n_bombus_species_unscored,n_environmentally_compatible_species,share_environmentally_compatible_species,environmental_compatibility_max,environmental_compatibility_mean,environmental_extrapolation_share,bombus_regime_set,primary_bombus_channel_analysis,global_comparison_only,n_trait_species,area_km2,log_island_area_km2,island_latitude,island_longitude,abs_latitude,spatial_block,climate_pc1,climate_pc2,climate_pc3,climate_pc4,distance_to_continent_km,log_distance_to_continent_km,legacy_v1_all_land_distance_km,legacy_v1_log_all_land_distance_km,analysis_regime,bombus_channel_state,plain_color_trials,plain_color_successes,plain_color_share,conspicuous_color_trials,conspicuous_color_successes,conspicuous_color_share,generalized_form_trials,generalized_form_successes,generalized_form_share,wind_mixed_trials,wind_mixed_successes,wind_mixed_share,showy_alternative_guild_trials,showy_alternative_guild_successes,showy_alternative_guild_share,other_bee_guild_trials,other_bee_guild_successes,other_bee_guild_share,generalist_insect_guild_trials,generalist_insect_guild_successes,generalist_insect_guild_share,spherical_coast_distance_km,original_projected_distance_km
gshhg_2.3.7_h_754cde109ca3335cc882,169,142,27,5,0.0352112676056338,0.6155281405232156,0.0749006708910633,0.8165680473372781,applicability_unresolved,False,True,493,467.155317217336,6.148800115255538,25.159219115384616,-76.38819672170962,25.159219115384616,lat11_lon10,1.075643834391936,1.49953191618364,-0.0446133336231397,-0.7016390543806432,336.74423938969704,5.822288920853841,62.40595923245714,4.149557851228796,northern_midlatitude,0.6155281405232156,491.0,235.0,0.4786150712830957,491.0,256.0,0.5213849287169042,477.0,41.0,0.0859538784067086,493.0,88.0,0.178498985801217,491.0,2.0,0.0040733197556008,491.0,391.0,0.7963340122199593,491.0,46.0,0.0936863543788187,336.74423938969704,375.0977857702954
gshhg_2.3.7_h_7562bcc75ed6e5fef4a8,169,142,27,0,0.0,0.1505255081073384,0.0034586476111469,0.8402366863905325,applicability_unresolved,False,True,0,11.833708490339736,2.552075185211838,11.847581230769231,98.42334516705776,11.847581230769231,lat10_lon27,2.932802800645016,0.867395562540902,0.1530815389246973,1.4633361297848793,11.379610389412948,2.516050795792969,8.762003893551249,2.2784976963125763,tropical,0.1505255081073384,,,,,,,,,,,,,,,,,,,,,,11.379610389412948,8.762003893551249
gshhg_2.3.7_h_75640c2690d07401112b,169,142,27,0,0.0,0.411129000291751,0.0597642702290634,0.8402366863905325,applicability_unresolved,False,True,3,18.394920129970263,2.96501118281025,27.232888923076924,33.92490169225923,27.232888923076924,lat11_lon21,-0.1034679999458693,1.840742517131805,0.1691335917013967,-1.6193492920463377,4.6152109374075865,1.725479154253731,32.92107221957378,3.5240364206709773,northern_midlatitude,0.411129000291751,3.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,4.6152109374075865,32.92107221957378
gshhg_2.3.7_h_75756b97c934a013cb1b,169,142,27,2,0.0140845070422535,0.6400043842033198,0.0653432134585716,0.834319526627219,applicability_unresolved,False,True,677,4717.559345677452,8.459258808616045,-0.677104846153846,-91.18730934361946,0.677104846153846,lat08_lon08,0.5942147203618741,1.1097350486456556,3.1244358705740405,-0.4400293222774558,1097.518948395319,7.0017181410116445,1096.7216555611678,7.000992088622176,tropical,0.6400043842033198,677.0,349.0,0.5155096011816839,677.0,328.0,0.4844903988183161,666.0,55.0,0.0825825825825825,677.0,139.0,0.2053175775480059,677.0,3.0,0.0044313146233382,677.0,508.0,0.7503692762186115,677.0,67.0,0.0989660265878877,1097.518948395319,1096.7216555611678
gshhg_2.3.7_h_758254ba23cd252ec374,169,142,27,33,0.2323943661971831,0.7875077821209099,0.2573772411734011,0.7928994082840237,applicability_unresolved,False,True,435,84.51155619463256,4.448651526980543,-40.53480561538461,148.17105180531925,40.53480561538461,lat04_lon32,-0.3105622180833084,0.1469585585533902,-0.1308238341518877,-1.5579438128933984,210.2974254837288,5.35326674037234,38.74107384007117,3.682385258401048,southern_extratropical,0.7875077821209099,424.0,231.0,0.5448113207547169,424.0,193.0,0.455188679245283,369.0,49.0,0.1327913279132791,435.0,103.0,0.2367816091954023,432.0,0.0,0.0,432.0,342.0,0.7916666666666666,432.0,16.0,0.037037037037037,210.2974254837288,292.623022975263
gshhg_2.3.7_h_75862d46f7eb61dd14af,169,142,27,1,0.0070422535211267,0.6700719530460908,0.0707808085629165,0.8047337278106509,applicability_unresolved,False,True,7,5.66999054520538,1.8976184424160896,25.424185615384616,141.2818833750001,25.424185615384616,lat11_lon32,1.0145934525493756,-0.2394050462034595,1.1101773360453009,-1.036671731915883,1582.606364102666,7.36746003398032,1195.0176022713642,7.086752652020471,northern_midlatitude,0.6700719530460908,7.0,4.0,0.5714285714285714,7.0,3.0,0.4285714285714285,5.0,0.0,0.0,7.0,3.0,0.4285714285714285,6.0,0.0,0.0,6.0,5.0,0.8333333333333334,6.0,0.0,0.0,1582.606364102666,1841.440073615086
gshhg_2.3.7_h_7588b7aa04212b895be0,169,142,27,3,0.0211267605633802,0.545473916250392,0.0190704050019935,0.834319526627219,applicability_unresolved,False,True,1061,12477.593447240177,9.43176993102372,11.982375846153849,125.06503232327684,11.982375846153849,lat10_lon30,3.059091616734172,-1.4283378793078436,0.0323614839389317,0.4148173804792959,1415.1255494667175,7.255679935200792,0.0,0.0,tropical,0.545473916250392,1052.0,594.0,0.564638783269962,1052.0,458.0,0.435361216730038,997.0,17.0,0.0170511534603811,1061.0,139.0,0.1310084825636192,1055.0,7.0,0.0066350710900473,1055.0,909.0,0.861611374407583,1055.0,54.0,0.0511848341232227,1415.1255494667175,1510.314678870471
gshhg_2.3.7_h_7589eebf4fa9606214fb,169,142,27,63,0.4436619718309859,0.9739483969391108,0.446098954330866,0.6686390532544378,applicability_unresolved,False,True,96,10.080041292144776,2.4051454080400614,53.96203446153847,14.732112615375655,53.96203446153847,lat14_lon19,-1.0551842854143665,0.3690468949161956,-0.6395507686781399,-1.0956451111198064,0.1611467986047557,0.14940813624272997,0.0,0.0,northern_midlatitude,0.9739483969391108,95.0,59.0,0.6210526315789474,95.0,36.0,0.3789473684210526,95.0,12.0,0.1263157894736842,96.0,36.0,0.375,95.0,0.0,0.0,95.0,84.0,0.8842105263157894,95.0,1.0,0.0105263157894736,0.1611467986047557,0.0
gshhg_2.3.7_h_7592c62b647eb4095f19,169,142,27,4,0.028169014084507,0.6490818176923597,0.0965087955803977,0.8402366863905325,applicability_unresolved,False,True,30,16.546626350353975,2.864861700684115,25.57926165384616,-112.0973717166648,25.57926165384616,lat11_lon06,-0.0132844073372141,2.4572436851298765,0.4477148860509942,-0.335665514932155,0.171696690555262,0.158452861206685,0.0,0.0,northern_midlatitude,0.6490818176923597,30.0,17.0,0.5666666666666667,30.0,13.0,0.4333333333333333,30.0,3.0,0.1,30.0,13.0,0.4333333333333333,30.0,0.0,0.0,30.0,23.0,0.7666666666666667,30.0,2.0,0.0666666666666666,0.171696690555262,0.0
gshhg_2.3.7_h_759580e4381721e0893f,169,142,27,8,0.056338028169014,0.8750689379388136,0.0893425705327675,0.8165680473372781,applicability_unresolved,False,True,0,12.810679943551976,2.6254422018030845,68.13470061538462,-65.53445523434758,68.13470061538462,lat15_lon11,-3.353425072714912,-0.3697048102543362,0.5633505991506437,0.4332166577812314,639.9206013076292,6.462905582333756,46.61331448864637,3.863112438272139,northern_high_latitude,0.8750689379388136,,,,,,,,,,,,,,,,,,,,,,639.9206013076292,1747.729351535011
gshhg_2.3.7_h_759d557efe887824912e,169,142,27,10,0.0704225352112676,0.922723558874326,0.1140648628680254,0.834319526627219,applicability_unresolved,False,True,0,54.49462330913221,4.016286138746546,64.3377326923077,-73.74708624723336,64.3377326923077,lat15_lon10,-3.2395804777607533,0.1380608988700643,-0.778525767147373,0.2725909014944256,197.7517632078814,5.292056624981286,0.0,0.0,northern_midlatitude,0.922723558874326,,,,,,,,,,,,,,,,,,,,,,197.7517632078814,451.27175568459273
gshhg_2.3.7_h_75a6318b70c18a1e068c,169,142,27,1,0.0070422535211267,0.6082491952080195,0.0671686485427512,0.8402366863905325,applicability_unresolved,False,True,0,43.96988298352382,3.80599299867836,15.14919853846154,40.25945887376464,15.14919853846154,lat10_lon22,0.5637071641271492,2.045715511128483,0.5415913625151849,-1.022602658868628,11.74766486940112,2.545348107332933,0.0,0.0,tropical,0.6082491952080195,,,,,,,,,,,,,,,,,,,,,,11.74766486940112,0.0
gshhg_2.3.7_h_75a8a0bb0fa904481bc0,169,142,27,1,0.0070422535211267,0.534839054934727,0.0550383584297513,0.8224852071005917,applicability_unresolved,False,True,260,115.53799271677592,4.758217337581489,-18.621871615384617,-173.98921014612353,18.621871615384617,lat07_lon00,2.1125216728676754,-0.1686583416895839,-0.4367611808658233,-0.5683004049927852,3453.9733194619166,8.14757001387439,696.5154234838843,6.54752462597274,tropical,0.534839054934727,260.0,142.0,0.5461538461538461,260.0,118.0,0.4538461538461538,258.0,9.0,0.0348837209302325,260.0,46.0,0.1769230769230769,260.0,1.0,0.0038461538461538,260.0,222.0,0.8538461538461538,260.0,13.0,0.05,3453.9733194619166,8440.793978796984
gshhg_2.3.7_h_75b003a3c7d5a69a9208,169,142,27,4,0.028169014084507,0.8044910329490507,0.0514045269857289,0.8402366863905325,applicability_unresolved,False,True,0,20.301996939216835,3.058800821335715,-1.9372567692307687,123.71959435098049,1.9372567692307687,lat08_lon30,2.283741529716448,-0.2562266625064384,0.181785492336747,-0.5599989996674433,1352.0702562783358,7.210131553118552,105.5020457044088,4.668164193457101,tropical,0.8044910329490507,,,,,,,,,,,,,,,,,,,,,,1352.0702562783358,1379.9402885442985
gshhg_2.3.7_h_75b4c9b851142dae4577,169,142,27,2,0.0140845070422535,0.6253857236882718,0.0603249643097149,0.834319526627219,applicability_unresolved,False,True,0,14.961434347294364,2.7701754593678305,-7.727816153846154,129.99711864062067,7.727816153846154,lat08_lon30,2.137789281581313,0.7402578318540135,0.5998701462504588,0.131992112050969,431.54730677084143,6.069691700207373,303.9119095923834,5.720022913882012,tropical,0.6253857236882718,,,,,,,,,,,,,,,,,,,,,,431.54730677084143,445.5648543749308
gshhg_2.3.7_h_75bad763d9f28df74585,169,142,27,66,0.4647887323943662,0.9651636684838651,0.4410869567221759,0.5976331360946746,applicability_unresolved,False,True,436,17.777103927104637,2.9326382514041462,60.297711923076925,21.93126427052029,60.297711923076925,lat15_lon20,-1.3601821023930625,0.337235533043744,-0.5926462826730778,-0.6726202322569779,16.078981564456356,2.837848559208892,34.657388261274306,3.5739563697436805,northern_midlatitude,0.9651636684838651,434.0,199.0,0.4585253456221198,434.0,235.0,0.5414746543778802,411.0,38.0,0.0924574209245742,436.0,105.0,0.2408256880733945,434.0,0.0,0.0,434.0,332.0,0.7649769585253456,434.0,25.0,0.0576036866359447,16.078981564456356,34.657388261274306
gshhg_2.3.7_h_75c0aeff07a14bb91400,169,142,27,1,0.0070422535211267,0.6934547864725025,0.0317784917511304,0.8402366863905325,applicability_unresolved,False,True,0,6.126498885879212,1.9638200739780192,-8.306250153846154,157.38546397848694,8.306250153846154,lat08_lon33,3.1504589917138177,-1.8100731247133053,0.0546333356045107,-0.1635042894245866,1500.098868710042,7.3139526980252105,100.5021366171773,4.620079848675825,tropical,0.6934547864725025,,,,,,,,,,,,,,,,,,,,,,1500.098868710042,1533.7416892766332
gshhg_2.3.7_h_75c28d5a9225dc369161,169,142,27,8,0.056338028169014,0.7822981969481857,0.0719620353324758,0.8165680473372781,applicability_unresolved,False,True,1,28.548753366626563,3.3860415557076,32.85136769230769,128.92808663186491,32.85136769230769,lat12_lon30,0.9458742587836428,-0.2109635758188648,-0.4398350122850373,0.4757950642664514,213.76492093901248,5.369544038958331,70.05086596468271,4.263396042571337,northern_midlatitude,0.7822981969481857,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,213.76492093901248,269.9888255276908
gshhg_2.3.7_h_75d2f87a4521b7d47611,169,142,27,5,0.0352112676056338,0.8099584827072408,0.0901523555391061,0.7810650887573964,applicability_unresolved,False,True,39,10.470928855006036,2.4398159091184497,38.46245307692308,139.24059462860998,38.46245307692308,lat12_lon31,0.4592413582467101,-0.6546818313187702,-0.4198136778028232,0.1200303516295471,654.3224145883889,6.4851273505396545,30.62631466946765,3.453989516759704,northern_midlatitude,0.8099584827072408,39.0,22.0,0.5641025641025641,39.0,17.0,0.4358974358974359,39.0,0.0,0.0,39.0,14.0,0.358974358974359,39.0,0.0,0.0,39.0,35.0,0.8974358974358975,39.0,3.0,0.0769230769230769,654.3224145883889,872.9559816456394
gshhg_2.3.7_h_75d34e5a82d099240af8,169,142,27,5,0.0352112676056338,0.5840329688336039,0.0724916356912559,0.8402366863905325,applicability_unresolved,False,True,79,11.987226612241107,2.563966306135733,22.593121923076925,-78.67144355655802,22.593121923076925,lat11_lon10,1.189478822392312,1.6739429820231182,-0.0362157869653648,-0.5024250849036855,321.76863500852653,5.776935766273835,10.900569276287504,2.4765862373167544,tropical,0.5840329688336039,79.0,35.0,0.4430379746835443,79.0,44.0,0.5569620253164557,77.0,10.0,0.1298701298701298,79.0,7.0,0.0886075949367088,79.0,1.0,0.0126582278481012,79.0,58.0,0.7341772151898734,79.0,7.0,0.0886075949367088,321.76863500852653,366.6123559550169
gshhg_2.3.7_h_75d5224cdd04d4ee5db7,169,142,27,53,0.3732394366197183,0.9099128252392716,0.3571057197735262,0.6745562130177515,applicability_unresolved,False,True,301,6.852509110673941,2.0608331126558994,60.102500000000006,20.52860755287237,60.102500000000006,lat15_lon20,-1.3973251708184269,0.4367931879383211,-0.5435172534659843,-0.7220465098988454,70.19981686366124,4.265490246275033,161.05581652502116,5.087940822340634,northern_midlatitude,0.9099128252392716,299.0,125.0,0.4180602006688963,299.0,174.0,0.5819397993311036,287.0,33.0,0.1149825783972125,301.0,70.0,0.2325581395348837,299.0,0.0,0.0,299.0,221.0,0.7391304347826086,299.0,25.0,0.0836120401337792,70.19981686366124,161.05581652502116
gshhg_2.3.7_h_75dc3a5b9b83a19a0674,169,142,27,8,0.056338028169014,0.6227072858585079,0.064645467168056,0.8402366863905325,applicability_unresolved,False,True,1,23.160458271638376,3.184717341083673,-8.739816384615384,143.44494376202536,8.739816384615384,lat08_lon32,2.1041186748052385,0.6709331441864099,-0.4074372269782044,-0.4188631097034174,234.0424266628028,5.459766036839607,6.436634135078325,2.006418345281554,tropical,0.6227072858585079,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,234.0424266628028,236.54749149731995
gshhg_2.3.7_h_75defd329c9dc507ef63,169,142,27,13,0.0915492957746478,0.7705493099862363,0.0900911839070869,0.7751479289940828,applicability_unresolved,False,True,1328,28616.93610585116,10.261788936808207,-9.272675307692309,125.10058642229347,9.272675307692309,lat08_lon30,1.5819153506532635,0.0558819201445664,3.0585504065680515,0.0127887584958621,452.57418909226055,6.117158848440619,0.0,0.0,tropical,0.7705493099862363,1319.0,635.0,0.4814253222137983,1319.0,684.0,0.5185746777862017,1273.0,65.0,0.0510604870384917,1328.0,264.0,0.1987951807228915,1324.0,2.0,0.0015105740181268,1324.0,1090.0,0.823262839879154,1324.0,75.0,0.0566465256797583,452.57418909226055,484.712048294547
gshhg_2.3.7_h_75e17d63703dbc029de6,169,142,27,6,0.0422535211267605,0.7027848889544568,0.0742273299647548,0.834319526627219,applicability_unresolved,False,True,60,25.48808192688097,3.276694893221171,73.89124984615385,-20.141157037553302,73.89124984615385,lat16_lon15,-2.9644595081488005,-0.0048422910345696,-0.6925858087488466,-0.2791664673301391,1392.1520752785643,7.239324138875325,34.6459704886572,3.5736361107007726,northern_high_latitude,0.7027848889544568,60.0,36.0,0.6,60.0,24.0,0.4,58.0,3.0,0.0517241379310344,60.0,17.0,0.2833333333333333,60.0,0.0,0.0,60.0,43.0,0.7166666666666667,60.0,10.0,0.1666666666666666,1392.1520752785643,4390.963744686791
gshhg_2.3.7_h_75ef1fab6ad4c20c9763,169,142,27,61,0.4295774647887324,0.9618706207113004,0.4127676617216957,0.6686390532544378,applicability_unresolved,False,True,427,6.310412653278,1.989299722685243,55.2620555,9.746346348527176,55.2620555,lat14_lon18,-0.9934630600440272,0.2553988379839733,-0.6357825612500645,-1.1077340091403751,0.5314464447555762,0.4262126775350049,0.0,0.0,northern_midlatitude,0.9618706207113004,425.0,191.0,0.4494117647058823,425.0,234.0,0.5505882352941176,419.0,54.0,0.1288782816229117,427.0,109.0,0.2552693208430913,425.0,0.0,0.0,425.0,308.0,0.7247058823529412,425.0,37.0,0.0870588235294117,0.5314464447555762,0.0
gshhg_2.3.7_h_75f2f4d19618abd268f1,169,142,27,3,0.0211267605633802,0.609209526716584,0.0701960376191466,0.8402366863905325,applicability_unresolved,False,True,69,12.23463135511607,2.5828369815031595,24.699504,-81.42902144564293,24.699504,lat11_lon09,1.1285356147924932,1.3027715108875877,-0.2574702563587518,-0.6852432582972693,54.91993849685511,4.0239209980833035,63.8265177355872,4.171714743963413,northern_midlatitude,0.609209526716584,69.0,40.0,0.5797101449275363,69.0,29.0,0.4202898550724637,69.0,4.0,0.0579710144927536,69.0,11.0,0.1594202898550724,69.0,0.0,0.0,69.0,63.0,0.9130434782608696,69.0,1.0,0.0144927536231884,54.91993849685511,63.8265177355872
gshhg_2.3.7_h_75f72b2ad881a3070c66,169,142,27,11,0.0774647887323943,0.8508966719760611,0.1349845934161679,0.8106508875739645,applicability_unresolved,False,True,2,7.306115864501156,2.116992094605749,31.37737603846153,-81.31730254208408,31.37737603846153,lat12_lon09,0.5808725862148333,0.6193273919855415,-0.6728910174934608,-0.4171338382055831,0.0431432548174258,0.04223851540539147,1.786565369346064,1.0248097870546624,northern_midlatitude,0.8508966719760611,2.0,1.0,0.5,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,0.0,0.0431432548174258,1.786565369346064
gshhg_2.3.7_h_75fd843fd22f92267680,169,142,27,31,0.2183098591549295,0.8706286466872768,0.2554216174303927,0.727810650887574,applicability_unresolved,False,True,124,160.32953251856313,5.083449059001773,53.315514923076925,-80.01062638970264,53.315514923076925,lat14_lon09,-2.5752159031113977,0.2843986069666914,-0.6363299636459544,0.4603286914684423,53.16898759030644,3.992108560004783,113.4118494642586,4.739804652814769,northern_midlatitude,0.8706286466872768,123.0,54.0,0.4390243902439024,123.0,69.0,0.5609756097560976,108.0,4.0,0.037037037037037,124.0,26.0,0.2096774193548387,123.0,0.0,0.0,123.0,84.0,0.6829268292682927,123.0,10.0,0.08130081300813,53.16898759030644,113.4118494642586
gshhg_2.3.7_h_75ff757ff3e7b51d815f,169,142,27,44,0.3098591549295774,0.8871575617627331,0.2910419465972839,0.6686390532544378,applicability_unresolved,False,True,305,27.22438231599791,3.3401862255092074,64.97774376923077,10.851513444061396,64.97774376923077,lat15_lon19,-1.009916701962537,-0.1420885748773312,-0.5932693978801918,-0.7450810017210066,18.54113519765781,2.972521741020154,18.76065781316584,2.9836929819055893,northern_midlatitude,0.8871575617627331,303.0,164.0,0.5412541254125413,303.0,139.0,0.4587458745874587,274.0,20.0,0.072992700729927,305.0,99.0,0.3245901639344262,303.0,0.0,0.0,303.0,234.0,0.7722772277227723,303.0,18.0,0.0594059405940594,18.54113519765781,18.76065781316584
gshhg_2.3.7_h_76012a2d40af4f7adddc,169,142,27,4,0.028169014084507,0.836159177804522,0.0435865887655827,0.834319526627219,applicability_unresolved,False,True,42,53.93313564996439,4.006116730195769,6.227091615384616,99.80873262263675,6.227091615384616,lat09_lon27,2.197156940187618,0.4217990588167361,0.2317729729012338,-0.1063284022129521,33.13726244095603,3.5303895278874675,32.35842801479135,3.507310454521504,tropical,0.836159177804522,42.0,19.0,0.4523809523809524,42.0,23.0,0.5476190476190477,41.0,1.0,0.024390243902439,42.0,7.0,0.1666666666666666,42.0,0.0,0.0,42.0,34.0,0.8095238095238095,42.0,5.0,0.119047619047619,33.13726244095603,32.35842801479135
gshhg_2.3.7_h_760c151937fba8a1b590,169,142,27,0,0.0,0.4030822681942262,0.0445349956587385,0.8402366863905325,applicability_unresolved,False,True,675,6.106623345022904,1.961027214694852,27.365686,49.301346865390414,27.365686,lat11_lon22,0.1923279724259743,3.2117040331353017,0.4730297953223309,0.0629561130329218,1.5036181490883898,0.9177369452386469,0.0,0.0,northern_midlatitude,0.4030822681942262,671.0,323.0,0.481371087928465,671.0,348.0,0.518628912071535,665.0,80.0,0.1203007518796992,675.0,152.0,0.2251851851851851,671.0,0.0,0.0,671.0,561.0,0.8360655737704918,671.0,37.0,0.0551415797317436,1.5036181490883898,0.0
gshhg_2.3.7_h_761f73e7631dd5f9fd74,169,142,27,26,0.1830985915492957,0.9623074631479656,0.2689562268516095,0.7633136094674556,applicability_unresolved,False,True,85,8.980987566525718,2.300682039989388,39.456842,-76.08048059375217,39.456842,lat12_lon10,-0.4651189334763499,0.1249530878728313,-0.8607744511358579,-0.8424064202208645,0.1347716853374569,0.12643147240533337,0.0,0.0,northern_midlatitude,0.9623074631479656,85.0,39.0,0.4588235294117647,85.0,46.0,0.5411764705882353,82.0,12.0,0.1463414634146341,85.0,14.0,0.1647058823529411,85.0,0.0,0.0,85.0,63.0,0.7411764705882353,85.0,10.0,0.1176470588235294,0.1347716853374569,0.0
gshhg_2.3.7_h_7646c7f05b5b8332ba5c,169,142,27,0,0.0,0.4216923919642601,0.023862509879089,0.8402366863905325,applicability_unresolved,False,True,0,130.66369057742702,4.880250872768141,-1.6207136923076924,-44.7285390384524,1.6207136923076924,lat08_lon13,1.8576409492245307,1.6742288838214052,0.1458579286802765,0.4098689777960808,0.1847627759838493,0.16954256550342822,1.2593191129848256,0.8150634904506863,tropical,0.4216923919642601,,,,,,,,,,,,,,,,,,,,,,0.1847627759838493,1.2593191129848256
gshhg_2.3.7_h_76588fe3c7498c9dd4ca,169,142,27,0,0.0,0.3856685668180003,0.0213447028182166,0.834319526627219,applicability_unresolved,False,True,0,7.493005008454788,2.1392428845133216,-51.5737135,-74.38926843781519,51.5737135,lat03_lon10,0.7436594358816558,-1.8598426814851527,-1.3608262973304586,-0.1006425011092909,29.507972330716488,3.4179880373498466,0.0,0.0,southern_extratropical,0.3856685668180003,,,,,,,,,,,,,,,,,,,,,,29.507972330716488,0.0
gshhg_2.3.7_h_7684cf3160e00e3e1670,169,142,27,4,0.028169014084507,0.7210905114617211,0.0550074014723659,0.8402366863905325,applicability_unresolved,False,True,4,6.736514344108722,2.0459512430283016,1.326625,103.42589673076776,1.326625,lat09_lon28,2.2704334532582098,-0.3686047105833707,-0.9092590597458308,-0.9103424070011904,0.4493799820321606,0.37113586638762325,0.0,0.0,tropical,0.7210905114617211,4.0,3.0,0.75,4.0,1.0,0.25,4.0,1.0,0.25,4.0,0.0,0.0,4.0,1.0,0.25,4.0,3.0,0.75,4.0,0.0,0.0,0.4493799820321606,0.0
gshhg_2.3.7_h_768598a273eecd78c5cd,169,142,27,8,0.056338028169014,0.7257790626919297,0.0652799990001552,0.8402366863905325,applicability_unresolved,False,True,1,8.187383927559766,2.217831230724157,13.509042769230769,122.078579394218,13.509042769230769,lat10_lon30,1.8648499539624712,0.7947302124754545,0.0662711218885021,-0.6545159479786166,1199.9057224732974,7.090831319809166,17.908720659496794,2.939623226203865,tropical,0.7257790626919297,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1199.9057224732974,1284.8097090625986
gshhg_2.3.7_h_768895781213b69bfe8a,169,142,27,10,0.0704225352112676,0.8824918417885833,0.1078511413176098,0.834319526627219,applicability_unresolved,False,True,21,181.13319718381948,5.204738272061578,63.985286384615385,-77.76398940654387,63.985286384615385,lat15_lon10,-3.266033226726386,0.0940034641299932,-0.771813212056882,0.1308139490350021,149.1649182921306,5.011734145418812,48.55598707338018,3.903103082404725,northern_midlatitude,0.8824918417885833,21.0,17.0,0.8095238095238095,21.0,4.0,0.1904761904761904,21.0,0.0,0.0,21.0,6.0,0.2857142857142857,21.0,0.0,0.0,21.0,11.0,0.5238095238095238,21.0,7.0,0.3333333333333333,149.1649182921306,340.564294212209
gshhg_2.3.7_h_768b6dc662fd0dbe29cb,169,142,27,2,0.0140845070422535,0.5561995585570686,0.0359490401725636,0.8402366863905325,applicability_unresolved,False,True,0,11.924572661913228,2.559130356939835,12.39341676923077,92.87764779928438,12.39341676923077,lat10_lon27,2.8070006456351235,0.6316016381866796,-0.2124321654210312,0.8819618808928119,413.516882302144,6.027113703063531,440.8985539496117,6.091080339783777,tropical,0.5561995585570686,,,,,,,,,,,,,,,,,,,,,,413.516882302144,440.8985539496117
gshhg_2.3.7_h_7691a132554e8d8247fb,169,142,27,11,0.0774647887323943,0.7481725318991981,0.0851286872588373,0.7869822485207101,applicability_unresolved,False,True,376,14.386735297531123,2.7335057939332548,27.372643153846155,-82.63096857037803,27.372643153846155,lat11_lon09,1.1487236433183194,1.1028587486518289,-0.3345080599598416,-0.0045382842968843,1.5825145379655416,0.9487635514113164,0.0,0.0,northern_midlatitude,0.7481725318991981,373.0,181.0,0.485254691689008,373.0,192.0,0.514745308310992,363.0,55.0,0.1515151515151515,376.0,80.0,0.2127659574468085,374.0,0.0,0.0,374.0,296.0,0.7914438502673797,374.0,36.0,0.0962566844919786,1.5825145379655416,0.0
gshhg_2.3.7_h_769cda7f289d8415dbed,169,142,27,0,0.0,0.0419814601745669,0.0007838400342458,0.8402366863905325,applicability_unresolved,False,True,0,5.019133910776535,1.7949433803288724,-51.14695096153847,-75.09894069231491,51.14695096153847,lat03_lon10,2.0169143032718804,-3.3832516813566604,-1.442224198118404,1.122665281281105,60.45304596363884,4.118273402946949,5.097170148314237,1.8078247534272576,southern_extratropical,0.0419814601745669,,,,,,,,,,,,,,,,,,,,,,60.45304596363884,5.097170148314237
gshhg_2.3.7_h_76ab207483fbc9add2ae,169,142,27,4,0.028169014084507,0.8135297308305836,0.0665121989245549,0.8224852071005917,applicability_unresolved,False,True,1,30.026670876563823,3.4348471854523868,73.03842946153846,122.3522538174827,73.03842946153846,lat16_lon30,-4.015722452990087,0.0520306549546257,-0.8415023303680859,0.6330926591766601,3.5858781952863774,1.5229816239622662,0.0,0.0,northern_high_latitude,0.8135297308305836,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.5858781952863774,0.0
gshhg_2.3.7_h_76ab680ea36e1a6e3225,169,142,27,4,0.028169014084507,0.7411837823085515,0.040820652086712,0.8284023668639053,applicability_unresolved,False,True,0,6.103773480105343,1.96062611893506,72.16111523076923,-74.64212916338951,72.16111523076923,lat16_lon10,-3.8652048226552935,-1.1604581632727324,2.9976695919371856,1.2690307435408883,390.706657510963,5.970513236981172,53.00331726846173,3.9890454755749136,northern_high_latitude,0.7411837823085515,,,,,,,,,,,,,,,,,,,,,,390.706657510963,1224.7306682121734
gshhg_2.3.7_h_76ae29c3ae562a82f2ba,169,142,27,4,0.028169014084507,0.8803889871938827,0.0731377630448439,0.8165680473372781,applicability_unresolved,False,True,0,11.07296210972533,2.4909684159145566,-42.48709607692307,-73.27437076199234,42.48709607692307,lat04_lon10,0.799280559924277,-0.8096453230688551,-0.783116617629653,0.1765276658622976,34.87414314876607,3.580016789439597,19.04403380223854,2.997931543497899,southern_extratropical,0.8803889871938827,,,,,,,,,,,,,,,,,,,,,,34.87414314876607,19.04403380223854
