source_name,local_candidate_accepted_species,master_family,source_providers
Gilia ochroleuca,Gilia ochroleuca,Polemoniaceae,ferrer_2024
Gilia ophthalmoides,Gilia ophthalmoides,Polemoniaceae,ferrer_2024
Gilia sinuata,Gilia sinuata,Polemoniaceae,ferrer_2024
Gilia splendens,Gilia splendens,Polemoniaceae,ferrer_2024
Gilia valdiviensis,Gilia valdiviensis,Polemoniaceae,ferrer_2024
Gladiolus gueinzii,Gladiolus gueinzii,Iridaceae,ferrer_2024|meyer_2026
Glossoloma tetragonum,Glossoloma tetragonum,Gesneriaceae,ferrer_2024
Glycine albicans,Glycine albicans,Fabaceae,meyer_2026
Glycine argyrea,Glycine argyrea,Fabaceae,meyer_2026
Glycine falcata,Glycine falcata,Fabaceae,meyer_2026
Glycine soja,Glycine soja,Fabaceae,goodwillie_2005
Glyptopleura marginata,Glyptopleura marginata,Asteraceae,ferrer_2024
Gnaphalium hoppeanum,Gnaphalium hoppeanum,Asteraceae,ferrer_2024
Gomesa bifolia,Gomesa bifolia,Orchidaceae,meyer_2026
Gomesa longicornu,Gomesa longicornu,Orchidaceae,meyer_2026
Gomesa ranifera,Gomesa ranifera,Orchidaceae,meyer_2026
Gomesa varicosa,Gomesa varicosa,Orchidaceae,meyer_2026
Goniolimon callicomum,Goniolimon callicomum,Plumbaginaceae,ferrer_2024
Grabowskia boerhaaviifolia,Grabowskia boerhaaviifolia,Solanaceae,ferrer_2024
Grevillea hugelii,Grevillea hugelii,Proteaceae,razanajatovo_2016
Grevillea macleayana,Grevillea macleayana,Proteaceae,goodwillie_2005|meyer_2026
Guibourtia chodatiana,Guibourtia chodatiana,Fabaceae,meyer_2026
Guzmania nicaraguensis,Guzmania nicaraguensis,Bromeliaceae,ferrer_2024
Gymnospermium microrrhynchum,Gymnospermium microrrhynchum,Berberidaceae,ferrer_2024
Gymnosteris parvula,Gymnosteris parvula,Polemoniaceae,ferrer_2024
Gypsophila elegans,Gypsophila elegans,Melastomataceae,ferrer_2024
Gypsophila paniculata,Gypsophila paniculata,Melastomataceae,ferrer_2024
Gypsophila repens,Gypsophila repens,Melastomataceae,ferrer_2024
Habenaria limprichtii,Habenaria limprichtii,Orchidaceae,meyer_2026
Habranthus gracilifolius,Habranthus gracilifolius,Amaryllidaceae,meyer_2026
Handeliodendron bodinieri,Handeliodendron bodinieri,Sapindaceae,meyer_2026
Hansteinia blepharorhachis,Hansteinia blepharorhachis,Acanthaceae,ferrer_2024
Haplopappus gracilis,Haplopappus gracilis,Asteraceae,ferrer_2024
Haumania danckelmaniana,Haumania danckelmaniana,Marantaceae,meyer_2026
Hauya elegans,Hauya elegans,Onagraceae,meyer_2026
Hedeoma hispida,Hedeoma hispida,Lamiaceae,ferrer_2024
Hedysarum coronarium,Hedysarum coronarium,Fabaceae,goodwillie_2005
Hedysarum sulphurescens,Hedysarum sulphurescens,Fabaceae,meyer_2026
Heliconia sarapiquensis,Heliconia sarapiquensis,Heliconiaceae,ferrer_2024
Heliconia tortuosa,Heliconia tortuosa,Heliconiaceae,meyer_2026
Heliconia umbrophila,Heliconia umbrophila,Heliconiaceae,ferrer_2024
Heliconia wilsonii,Heliconia wilsonii,Heliconiaceae,ferrer_2024
Heliopsis rubra,Heliopsis rubra,Asteraceae,meyer_2026
Heliotropium angiospermum,Heliotropium angiospermum,Boraginaceae,razanajatovo_2016
Heloniopsis orientalis,Heloniopsis orientalis,Liliaceae,goodwillie_2005
Hemiandra pungens,Hemiandra pungens,Lamiaceae,meyer_2026
Hesperantha latifolia,Hesperantha latifolia,Iridaceae,ferrer_2024
Hesperantha pallescens,Hesperantha pallescens,Iridaceae,ferrer_2024
Hesperoyucca whipplei,Hesperoyucca whipplei,Asparagaceae,ferrer_2024
Hesperozygis myrtoides,Hesperozygis myrtoides,Lamiaceae,meyer_2026
Heteracia szovitsii,Heteracia szovitsii,Asteraceae,ferrer_2024
Heteranthera oblongifolia,Heteranthera oblongifolia,Pontederiaceae,ferrer_2024
Heteranthera seubertiana,Heteranthera seubertiana,Pontederiaceae,ferrer_2024
Hibiscus tilliaceus,Hibiscus tilliaceus,Malvaceae,ferrer_2024
Hillia triflora,Hillia triflora,Rubiaceae,ferrer_2024
Himatanthus obovatus,Himatanthus obovatus,Apocynaceae,meyer_2026
Hohenbergia ridleyi,Hohenbergia ridleyi,Bromeliaceae,ferrer_2024
Holmgrenanthe petrophila,Holmgrenanthe petrophila,Plantaginaceae,ferrer_2024
Holosteum umbellatum,Holosteum umbellatum,Melastomataceae,ferrer_2024
Hydrocotyle vulgaris,Hydrocotyle vulgaris,Apiaceae,ferrer_2024
Hydrophyllum appendiculatum,Hydrophyllum appendiculatum,Gentianaceae,ferrer_2024
Hydrothrix gardneri,Hydrothrix gardneri,Pontederiaceae,ferrer_2024
Hypecoum erectum,Hypecoum erectum,Papaveraceae,meyer_2026
Hypochaeris uniflora,Hypochaeris uniflora,Asteraceae,meyer_2026
Illecebrum verticillatum,Illecebrum verticillatum,Melastomataceae,ferrer_2024
Impatiens burtonii,Impatiens burtonii,Balsaminaceae,meyer_2026
Impatiens gesneroidea,Impatiens gesneroidea,Balsaminaceae,meyer_2026
Impatiens macrovexilla,Impatiens macrovexilla,Balsaminaceae,ferrer_2024|meyer_2026
Impatiens muscicola,Impatiens muscicola,Balsaminaceae,meyer_2026
Impatiens purpureoviolacea,Impatiens purpureoviolacea,Balsaminaceae,meyer_2026
Impatiens textori,Impatiens textori,Balsaminaceae,goodwillie_2005|meyer_2026
Incarvillea mairei,Incarvillea mairei,Bignoniaceae,razanajatovo_2016
Indigofera atriceps,Indigofera atriceps,Fabaceae,meyer_2026
Ipomoea amparoana,Ipomoea amparoana,Convolvulaceae,ferrer_2024
Ipomoea cynanchifolia,Ipomoea cynanchifolia,Convolvulaceae,ferrer_2024
Ipomoea hederaceae,Ipomoea hederaceae,Convolvulaceae,ferrer_2024
Ipomoea lindheimeri,Ipomoea lindheimeri,Convolvulaceae,ferrer_2024
Ipomoea wrightii,Ipomoea wrightii,Convolvulaceae,ferrer_2024
Ipomopsis aggregata,Ipomopsis aggregata,Polemoniaceae,ferrer_2024|meyer_2026
Ipomopsis depressa,Ipomopsis depressa,Polemoniaceae,ferrer_2024
Ipomopsis longiflora,Ipomopsis longiflora,Polemoniaceae,ferrer_2024
Ipomopsis polycladon,Ipomopsis polycladon,Polemoniaceae,ferrer_2024
Ipomopsis pumila,Ipomopsis pumila,Polemoniaceae,ferrer_2024
Isoglossa woodii,Isoglossa woodii,Acanthaceae,razanajatovo_2016
Itea rosmarinifolia,Itea rosmarinifolia,Euphorbiaceae,ferrer_2024
Ixia odorata,Ixia odorata,Iridaceae,ferrer_2024
Ixia stricta,Ixia stricta,Iridaceae,ferrer_2024
Jacksonia sericea,Jacksonia sericea,Fabaceae,meyer_2026
Jacquemontia martii,Jacquemontia martii,Convolvulaceae,ferrer_2024
Jalcophila boliviensis,Jalcophila boliviensis,Asteraceae,ferrer_2024
Jalcophila ecuadorensis,Jalcophila ecuadorensis,Asteraceae,ferrer_2024
Jaltomata grandiflora,Jaltomata grandiflora,Solanaceae,ferrer_2024
Jaltomata paneroi,Jaltomata paneroi,Solanaceae,ferrer_2024
Jaltomata quipuscoae,Jaltomata quipuscoae,Solanaceae,meyer_2026
Jaltomata ventricosa,Jaltomata ventricosa,Solanaceae,ferrer_2024
Jatropha capensis,Jatropha capensis,Euphorbiaceae,ferrer_2024
Jatropha cathartica,Jatropha cathartica,Euphorbiaceae,ferrer_2024
Jatropha macrorhiza,Jatropha macrorhiza,Euphorbiaceae,ferrer_2024
Jatropha moranii,Jatropha moranii,Euphorbiaceae,ferrer_2024
Jepsonia heterandra,Jepsonia heterandra,Saxifragaceae,ferrer_2024
Kennedia beckxiana,Kennedia beckxiana,Fabaceae,ferrer_2024
Kennedia carinata,Kennedia carinata,Fabaceae,meyer_2026
Kennedia prorepens,Kennedia prorepens,Fabaceae,ferrer_2024|meyer_2026
Kniphofia caulescens,Kniphofia caulescens,Xanthorrhoeaceae,razanajatovo_2016
Kohleria tigridia,Kohleria tigridia,Gesneriaceae,ferrer_2024
Ladenbergia cujabensis,Ladenbergia cujabensis,Rubiaceae,meyer_2026
Lambertia orbifolia,Lambertia orbifolia,Proteaceae,meyer_2026
Lapeirousia anceps,Lapeirousia anceps,Iridaceae,ferrer_2024
Lapeirousia arenicola,Lapeirousia arenicola,Iridaceae,ferrer_2024
Lapeirousia fabricii,Lapeirousia fabricii,Iridaceae,ferrer_2024
Lapeirousia simulans,Lapeirousia simulans,Iridaceae,ferrer_2024
Lapeirousia violacea,Lapeirousia violacea,Iridaceae,ferrer_2024
Lasiacis linearis,Lasiacis linearis,Poaceae,ferrer_2024
Lathyrus basalticus,Lathyrus basalticus,Fabaceae,meyer_2026
Lathyrus hirticarpus,Lathyrus hirticarpus,Fabaceae,meyer_2026
Lathyrus lanszwertii,Lathyrus lanszwertii,Fabaceae,meyer_2026
Lathyrus stenophyllus,Lathyrus stenophyllus,Fabaceae,meyer_2026
Lavatera phoenicea,Lavatera phoenicea,Malvaceae,meyer_2026
Leandra purpurascens,Leandra purpurascens,Melastomataceae,ferrer_2024
Leavenworthia alabamica,Leavenworthia alabamica,Brassicaceae,ferrer_2024
Leavenworthia crassa,Leavenworthia crassa,Brassicaceae,meyer_2026
Lepanthes pedunculata,Lepanthes pedunculata,Amaryllidaceae,ferrer_2024
Lepechinia floribunda,Lepechinia floribunda,Lamiaceae,meyer_2026
Lepechinia speciosa,Lepechinia speciosa,Lamiaceae,meyer_2026
Leptostelma maximum,Leptostelma maximum,Asteraceae,meyer_2026
Lespedeza leptostachya,Lespedeza leptostachya,Fabaceae,meyer_2026
Leucaena esculenta,Leucaena esculenta,Fabaceae,meyer_2026
Leucaena greggii,Leucaena greggii,Fabaceae,meyer_2026
Leucaena pallida,Leucaena pallida,Fabaceae,meyer_2026
Leucaena retusa,Leucaena retusa,Fabaceae,meyer_2026
Leucaena salvadorensis,Leucaena salvadorensis,Fabaceae,meyer_2026
Leucaena shannonii,Leucaena shannonii,Fabaceae,meyer_2026
Libanothamnus neriifolius,Libanothamnus neriifolius,Asteraceae,meyer_2026
Limnanthes bakeri,Limnanthes bakeri,Limnanthaceae,ferrer_2024|meyer_2026
Limnanthes floccosa,Limnanthes floccosa,Limnanthaceae,ferrer_2024
Limnanthes montana,Limnanthes montana,Limnanthaceae,ferrer_2024
Limonium californicum,Limonium californicum,Plumbaginaceae,ferrer_2024
Limonium congestum,Limonium congestum,Plumbaginaceae,ferrer_2024
Limonium limbatum,Limonium limbatum,Plumbaginaceae,ferrer_2024
Limonium nydeggeri,Limonium nydeggeri,Plumbaginaceae,meyer_2026
Limonium supinum,Limonium supinum,Plumbaginaceae,ferrer_2024
Linanthus acicularis,Linanthus acicularis,Polemoniaceae,ferrer_2024
Linanthus bicolor,Linanthus bicolor,Polemoniaceae,goodwillie_2005
Linanthus ciliatus,Linanthus ciliatus,Polemoniaceae,ferrer_2024
Linanthus dichotomus,Linanthus dichotomus,Polemoniaceae,ferrer_2024
Linanthus grandiflorus,Linanthus grandiflorus,Polemoniaceae,ferrer_2024
Linanthus harknessii,Linanthus harknessii,Polemoniaceae,ferrer_2024
Linanthus jepsonii,Linanthus jepsonii,Polemoniaceae,goodwillie_2005
Linanthus latisectus,Linanthus latisectus,Polemoniaceae,ferrer_2024
Linaria cavanillesii,Linaria cavanillesii,Plantaginaceae,razanajatovo_2016
Linaria tonzigii,Linaria tonzigii,Plantaginaceae,meyer_2026
Lindernia procumbens,Lindernia procumbens,Scrophulariaceae,ferrer_2024
Linum hirsutum,Linum hirsutum,Linaceae,ferrer_2024
Linum leonii,Linum leonii,Linaceae,ferrer_2024
Linum macrorhizum,Linum macrorhizum,Linaceae,ferrer_2024
Linum pallescens,Linum pallescens,Linaceae,ferrer_2024
Liparophyllum violifolium,Liparophyllum violifolium,Menyanthaceae,ferrer_2024
Lisianthius aurantiacus,Lisianthius aurantiacus,Gentianaceae,ferrer_2024
Lisianthius habuensis,Lisianthius habuensis,Gentianaceae,ferrer_2024
Lisianthius jefensis,Lisianthius jefensis,Gentianaceae,ferrer_2024
Lisianthius peduncularis,Lisianthius peduncularis,Gentianaceae,ferrer_2024
Lisianthius skinneri,Lisianthius skinneri,Gentianaceae,ferrer_2024
Lithophragma bolanderi,Lithophragma bolanderi,Saxifragaceae,ferrer_2024
Lithophragma heterophyllum,Lithophragma heterophyllum,Saxifragaceae,ferrer_2024
Lithophragma trifoliatum,Lithophragma trifoliatum,Saxifragaceae,ferrer_2024
Lloydia oxycarpa,Lloydia oxycarpa,Liliaceae,meyer_2026
Loasa bergii,Loasa bergii,Loasaceae,ferrer_2024
Lobelia camporum,Lobelia camporum,Campanulaceae,meyer_2026
Lobelia deckenii,Lobelia deckenii,Campanulaceae,ferrer_2024
Loeselia glandulosa,Loeselia glandulosa,Polemoniaceae,ferrer_2024
Lomatium ambiguum,Lomatium ambiguum,Apiaceae,ferrer_2024
Lomatium bicolor,Lomatium bicolor,Apiaceae,ferrer_2024
Lomatium canbyi,Lomatium canbyi,Apiaceae,ferrer_2024
Lomatium cous,Lomatium cous,Apiaceae,ferrer_2024
Lomatium farinosum,Lomatium farinosum,Apiaceae,ferrer_2024
Lomatium geyeri,Lomatium geyeri,Apiaceae,ferrer_2024
Lomatium gormanii,Lomatium gormanii,Apiaceae,ferrer_2024
Lomatium piperi,Lomatium piperi,Apiaceae,ferrer_2024
Lonicera oblata,Lonicera oblata,Caprifoliaceae,meyer_2026
Lopezia grandiflora,Lopezia grandiflora,Onagraceae,meyer_2026
Lopezia laciniata,Lopezia laciniata,Onagraceae,meyer_2026
Lopezia langmaniae,Lopezia langmaniae,Onagraceae,meyer_2026
Lopezia lopezioides,Lopezia lopezioides,Onagraceae,meyer_2026
Lopezia riesenbachia,Lopezia riesenbachia,Onagraceae,meyer_2026
Lophophora diffusa,Lophophora diffusa,Cactaceae,meyer_2026
Lophospermum purpusii,Lophospermum purpusii,Plantaginaceae,ferrer_2024
Lophospermum scandens,Lophospermum scandens,Plantaginaceae,ferrer_2024
Lophospermum turneri,Lophospermum turneri,Plantaginaceae,ferrer_2024
Lotononis burchellii,Lotononis burchellii,Fabaceae,meyer_2026
Lotononis laxa,Lotononis laxa,Fabaceae,meyer_2026
Lotononis leptoloba,Lotononis leptoloba,Fabaceae,meyer_2026
Lotononis macrosepala,Lotononis macrosepala,Fabaceae,meyer_2026
Lotononis maculata,Lotononis maculata,Fabaceae,meyer_2026
Lotononis maximiliani,Lotononis maximiliani,Fabaceae,meyer_2026
Lotononis micrantha,Lotononis micrantha,Fabaceae,meyer_2026
Lotononis sparsiflora,Lotononis sparsiflora,Fabaceae,meyer_2026
Lotononis tenella,Lotononis tenella,Fabaceae,meyer_2026
Lotus weilleri,Lotus weilleri,Fabaceae,meyer_2026
Ludwigia laruotteana,Ludwigia laruotteana,Onagraceae,ferrer_2024
Ludwigia polycarpa,Ludwigia polycarpa,Onagraceae,meyer_2026
Ludwigia ravenii,Ludwigia ravenii,Onagraceae,meyer_2026
Ludwigia sericea,Ludwigia sericea,Onagraceae,ferrer_2024
Ludwigia spathulata,Ludwigia spathulata,Onagraceae,meyer_2026
Ludwigia tomentosa,Ludwigia tomentosa,Onagraceae,ferrer_2024
Lupinus gibertianus,Lupinus gibertianus,Fabaceae,meyer_2026
Lupinus micranthus,Lupinus micranthus,Fabaceae,ferrer_2024
Lupinus pachylobus,Lupinus pachylobus,Fabaceae,ferrer_2024|meyer_2026
Lupinus palaestinus,Lupinus palaestinus,Fabaceae,ferrer_2024|meyer_2026
Lupinus sulphureus,Lupinus sulphureus,Fabaceae,ferrer_2024|meyer_2026
Luzula alpinopilosa,Luzula alpinopilosa,Juncaceae,meyer_2026
Lycium cinereum,Lycium cinereum,Solanaceae,meyer_2026
Lycium exsertum,Lycium exsertum,Solanaceae,ferrer_2024|razanajatovo_2016
Lycopersicon esculentum,Lycopersicon esculentum,Solanaceae,ferrer_2024
Lymania smithii,Lymania smithii,Bromeliaceae,razanajatovo_2016
Mabrya acerifolia,Mabrya acerifolia,Plantaginaceae,ferrer_2024
Mabrya coccinea,Mabrya coccinea,Plantaginaceae,ferrer_2024
Mabrya erecta,Mabrya erecta,Plantaginaceae,ferrer_2024
Mabrya geniculata,Mabrya geniculata,Plantaginaceae,ferrer_2024
Mabrya rosei,Mabrya rosei,Plantaginaceae,ferrer_2024
Macairea theresiae,Macairea theresiae,Melastomataceae,ferrer_2024
Machaerium opacum,Machaerium opacum,Fabaceae,meyer_2026
Machaerium robiniifolium,Machaerium robiniifolium,Fabaceae,meyer_2026
Macropidia fuliginosa,Macropidia fuliginosa,Commelinaceae,ferrer_2024
Macroptilium erythroloma,Macroptilium erythroloma,Fabaceae,meyer_2026
Macroptilium fraternum,Macroptilium fraternum,Fabaceae,meyer_2026
Macroptilium gibbosifolium,Macroptilium gibbosifolium,Fabaceae,meyer_2026
Macroptilium martii,Macroptilium martii,Fabaceae,meyer_2026
Macroptilium pedatum,Macroptilium pedatum,Fabaceae,meyer_2026
Macroptilium psammodes,Macroptilium psammodes,Fabaceae,meyer_2026
Macrotyloma africanum,Macrotyloma africanum,Fabaceae,meyer_2026
Macrotyloma maranguense,Macrotyloma maranguense,Fabaceae,meyer_2026
Madia yosemitana,Madia yosemitana,Asteraceae,meyer_2026
Magnolia tamaulipana,Magnolia tamaulipana,Magnoliaceae,ferrer_2024
Malacothrix phaeocarpa,Malacothrix phaeocarpa,Asteraceae,ferrer_2024
Malacothrix stebbinsii,Malacothrix stebbinsii,Asteraceae,ferrer_2024
Malvastrum amblyphyllum,Malvastrum amblyphyllum,Malvaceae,ferrer_2024
Malvastrum hispidum,Malvastrum hispidum,Malvaceae,ferrer_2024
Malvaviscus palmanus,Malvaviscus palmanus,Malvaceae,ferrer_2024
Mandevilla tenuifolia,Mandevilla tenuifolia,Apocynaceae,ferrer_2024
Manilkara maxima,Manilkara maxima,Sapotaceae,meyer_2026
Marathrum rubrum,Marathrum rubrum,Podostemaceae,ferrer_2024
Marcgravia purpurea,Marcgravia purpurea,Marcgraviaceae,ferrer_2024
Marshallia caespitosa,Marshallia caespitosa,Asteraceae,ferrer_2024
Marshallia grandiflora,Marshallia grandiflora,Asteraceae,ferrer_2024
Marshallia obovata,Marshallia obovata,Asteraceae,ferrer_2024
Marshallia trinervia,Marshallia trinervia,Asteraceae,ferrer_2024
Masdevallia infracta,Masdevallia infracta,Orchidaceae,ferrer_2024
Maurandya wislizeni,Maurandya wislizeni,Plantaginaceae,ferrer_2024
Mazus miquelii,Mazus miquelii,Phrymaceae,razanajatovo_2016
Medicago brachycarpa,Medicago brachycarpa,Fabaceae,meyer_2026
Medicago fischeriana,Medicago fischeriana,Fabaceae,meyer_2026
Medicago granadensis,Medicago granadensis,Fabaceae,ferrer_2024|meyer_2026
Medicago hybrida,Medicago hybrida,Fabaceae,ferrer_2024|meyer_2026
Medicago lanigera,Medicago lanigera,Fabaceae,meyer_2026
Medicago medicaginoides,Medicago medicaginoides,Fabaceae,meyer_2026
Medicago monantha,Medicago monantha,Fabaceae,meyer_2026
Medicago orthoceras,Medicago orthoceras,Fabaceae,meyer_2026
Medicago rigiduloides,Medicago rigiduloides,Fabaceae,ferrer_2024|meyer_2026
Medicago sauvagei,Medicago sauvagei,Fabaceae,ferrer_2024|meyer_2026
Medicago shepardi,Medicago shepardi,Fabaceae,ferrer_2024
Medicago shepardii,Medicago shepardii,Fabaceae,meyer_2026
Medicago syriaca,Medicago syriaca,Fabaceae,ferrer_2024|meyer_2026
Megacorax gracielanus,Megacorax gracielanus,Onagraceae,meyer_2026
Megaleranthis saniculifolia,Megaleranthis saniculifolia,Ranunculaceae,meyer_2026
Melaleuca deanei,Melaleuca deanei,Myrtaceae,meyer_2026
Melilotus hirsutus,Melilotus hirsutus,Fabaceae,ferrer_2024
Melilotus polonicus,Melilotus polonicus,Fabaceae,ferrer_2024|meyer_2026
Melilotus tauricus,Melilotus tauricus,Fabaceae,ferrer_2024
Merostachys riedeliana,Merostachys riedeliana,Poaceae,ferrer_2024
Mertensia ciliata,Mertensia ciliata,Boraginaceae,ferrer_2024
Mertensia fusiformis,Mertensia fusiformis,Boraginaceae,razanajatovo_2016
Miconia araguensis,Miconia araguensis,Melastomataceae,ferrer_2024
Miconia campestris,Miconia campestris,Melastomataceae,ferrer_2024
Miconia leaumbellata,Miconia leaumbellata,Melastomataceae,ferrer_2024
Miconia sellowiana,Miconia sellowiana,Melastomataceae,ferrer_2024
Miconia spinulosa,Miconia spinulosa,Melastomataceae,ferrer_2024
Miconia sylvatica,Miconia sylvatica,Melastomataceae,ferrer_2024
Microgilia minutiflora,Microgilia minutiflora,Polemoniaceae,ferrer_2024
Mimosa itatiaiensis,Mimosa itatiaiensis,Fabaceae,meyer_2026
Mimulus glabratus,Mimulus glabratus,Phrymaceae,ferrer_2024
Mimulus laciniatus,Mimulus laciniatus,Scrophulariaceae,goodwillie_2005
Mimulus micranthus,Mimulus micranthus,Scrophulariaceae,goodwillie_2005
Mimulus nasutus,Mimulus nasutus,Scrophulariaceae,goodwillie_2005
Mimulus nudatus,Mimulus nudatus,Scrophulariaceae,goodwillie_2005
Mirabilis multiflora,Mirabilis multiflora,Nyctaginaceae,ferrer_2024
Miscanthus lutarioriparius,Miscanthus lutarioriparius,Poaceae,meyer_2026
Moehringia ciliata,Moehringia ciliata,Caryophyllaceae,ferrer_2024
Monarda clinopodia,Monarda clinopodia,Lamiaceae,ferrer_2024
Monochaetum amabile,Monochaetum amabile,Melastomataceae,ferrer_2024
Monochaetum calcaratum,Monochaetum calcaratum,Melastomataceae,ferrer_2024
Monochaetum floribundum,Monochaetum floribundum,Melastomataceae,ferrer_2024
Monochaetum neglectum,Monochaetum neglectum,Melastomataceae,ferrer_2024
Monochaetum talamancense,Monochaetum talamancense,Melastomataceae,ferrer_2024
Monochaetum vulcanicum,Monochaetum vulcanicum,Melastomataceae,ferrer_2024
Monochoria korsakovii,Monochoria korsakovii,Pontederiaceae,ferrer_2024
Monochoria korsakowii,Monochoria korsakowii,Pontederiaceae,goodwillie_2005
Moraea albiflora,Moraea albiflora,Iridaceae,ferrer_2024
Moraea britteniae,Moraea britteniae,Iridaceae,ferrer_2024
Moraea longifolia,Moraea longifolia,Iridaceae,ferrer_2024
Moraea marlothii,Moraea marlothii,Iridaceae,ferrer_2024
Moraea minima,Moraea minima,Iridaceae,ferrer_2024
Moraea natalensis,Moraea natalensis,Iridaceae,ferrer_2024
Moraea pallida,Moraea pallida,Iridaceae,ferrer_2024
Moraea stagnalis,Moraea stagnalis,Iridaceae,ferrer_2024
Mouriri nervosa,Mouriri nervosa,Melastomataceae,ferrer_2024
Muntingia calabura,Muntingia calabura,Muntigiaceae,ferrer_2024
Muscari racemosum,Muscari racemosum,Asparagaceae,ferrer_2024
Mussaenda lancipetala,Mussaenda lancipetala,Rubiaceae,meyer_2026
Mussaenda simpliciloba,Mussaenda simpliciloba,Rubiaceae,meyer_2026
Myosotis palustris,Myosotis palustris,Boraginaceae,meyer_2026
Myosotis persoonii,Myosotis persoonii,Boraginaceae,ferrer_2024
Myosotis pygmaea,Myosotis pygmaea,Boraginaceae,meyer_2026
Myrceugenia alpigena,Myrceugenia alpigena,Myrtaceae,meyer_2026
Myrcia pubescens,Myrcia pubescens,Myrtaceae,ferrer_2024
Myrcia triantha,Myrcia triantha,Myrtaceae,ferrer_2024
Myrcianthes coquimbensis,Myrcianthes coquimbensis,Myrtaceae,meyer_2026
Myrciaria dubia,Myrciaria dubia,Myrtaceae,ferrer_2024
Myrosmodes cochleare,Myrosmodes cochleare,Orchidaceae,ferrer_2024
Mystacidium venosum,Mystacidium venosum,Orchidaceae,ferrer_2024
Narcissus assoanus,Narcissus assoanus,Amaryllidaceae,ferrer_2024|meyer_2026
Narcissus broussonetii,Narcissus broussonetii,Amaryllidaceae,meyer_2026
Narcissus dubius,Narcissus dubius,Amaryllidaceae,ferrer_2024|meyer_2026
Navarretia capillaris,Navarretia capillaris,Polemoniaceae,ferrer_2024
Neoregelia ibitipocensis,Neoregelia ibitipocensis,Bromeliaceae,meyer_2026
Neptunia major,Neptunia major,Fabaceae,meyer_2026
Neurachne muelleri,Neurachne muelleri,Poaceae,meyer_2026
Neurachne munroi,Neurachne munroi,Poaceae,meyer_2026
Neurachne queenslandica,Neurachne queenslandica,Poaceae,meyer_2026
Nicotiana langsdorfii,Nicotiana langsdorfii,Solanaceae,ferrer_2024
Nivenia dispar,Nivenia dispar,Iridaceae,ferrer_2024
Nivenia levynsiae,Nivenia levynsiae,Iridaceae,ferrer_2024
Nivenia stenosiphon,Nivenia stenosiphon,Iridaceae,ferrer_2024
Nivenia stokoei,Nivenia stokoei,Iridaceae,ferrer_2024
Nolana acuminata,Nolana acuminata,Solanaceae,meyer_2026
Nolana aticoana,Nolana aticoana,Solanaceae,meyer_2026
Nolana balsamiflua,Nolana balsamiflua,Solanaceae,meyer_2026
Nolana ivaniana,Nolana ivaniana,Solanaceae,meyer_2026
Nolana plicata,Nolana plicata,Solanaceae,meyer_2026
Nothofagus glauca,Nothofagus glauca,Nothofagaceae,meyer_2026
Notylia barkeri,Notylia barkeri,Orchidaceae,meyer_2026
Notylia longispicata,Notylia longispicata,Orchidaceae,meyer_2026
Notylia nemorosa,Notylia nemorosa,Orchidaceae,meyer_2026
Notylia orbicularis,Notylia orbicularis,Orchidaceae,meyer_2026
Notylia trisepala,Notylia trisepala,Orchidaceae,meyer_2026
Nymphaea glandulifera,Nymphaea glandulifera,Nymphaeaceae,ferrer_2024
Odontites verna,Odontites verna,Scrophulariaceae,ferrer_2024
Odontites vulgaris,Odontites vulgaris,Scrophulariaceae,ferrer_2024
Odontonema barberioides,Odontonema barberioides,Acanthaceae,razanajatovo_2016
Oenothera acutissima,Oenothera acutissima,Onagraceae,meyer_2026
Oenothera anomala,Oenothera anomala,Onagraceae,meyer_2026
Oenothera argillicola,Oenothera argillicola,Onagraceae,meyer_2026
Oenothera arida,Oenothera arida,Onagraceae,meyer_2026
Oenothera bahia-blancae,Oenothera bahia-blancae,Onagraceae,meyer_2026
Oenothera berlandieri,Oenothera berlandieri,Onagraceae,meyer_2026
Oenothera boquillensis,Oenothera boquillensis,Onagraceae,meyer_2026
Oenothera brachycarpa,Oenothera brachycarpa,Onagraceae,meyer_2026
Oenothera calcicola,Oenothera calcicola,Onagraceae,meyer_2026
Oenothera californica,Oenothera californica,Onagraceae,meyer_2026
Oenothera canescens,Oenothera canescens,Onagraceae,meyer_2026
Oenothera cinerea,Oenothera cinerea,Onagraceae,meyer_2026
Oenothera clelandii,Oenothera clelandii,Onagraceae,meyer_2026
Oenothera coloradensis,Oenothera coloradensis,Onagraceae,meyer_2026
Oenothera deltoides,Oenothera deltoides,Onagraceae,meyer_2026
Oenothera demareei,Oenothera demareei,Onagraceae,meyer_2026
Oenothera elongata,Oenothera elongata,Onagraceae,meyer_2026
Oenothera filipes,Oenothera filipes,Onagraceae,meyer_2026
Oenothera flava,Oenothera flava,Onagraceae,meyer_2026
Oenothera glaucifolia,Oenothera glaucifolia,Onagraceae,meyer_2026
Oenothera hartwegii,Oenothera hartwegii,Onagraceae,meyer_2026
Oenothera havardii,Oenothera havardii,Onagraceae,meyer_2026
Oenothera heterophylla,Oenothera heterophylla,Onagraceae,meyer_2026
Oenothera hexandra,Oenothera hexandra,Onagraceae,meyer_2026
Oenothera linifolia,Oenothera linifolia,Onagraceae,meyer_2026
Oenothera longissima,Oenothera longissima,Onagraceae,meyer_2026
Oenothera longituba,Oenothera longituba,Onagraceae,meyer_2026
Oenothera macrosceles,Oenothera macrosceles,Onagraceae,meyer_2026
